id,prompt_length,response_length,source,type,quality_score,destination
01d1dcc3-26ea-4d32-b1af-1dac3800b74f,116,3390,curated,curated_planning,5,Cartagena
3c60ef71-fd2d-466b-91c8-fe6c66e66e45,110,3034,curated,curated_planning,5,Pokhara
90dc4268-0fcf-4426-a0e3-dd72e16cabb2,118,3204,curated,curated_planning,5,Mexico
9d2a2397-a48a-4331-bb85-d40f090b5705,108,3365,curated,curated_planning,5,Panama
3eaeffcb-93fa-4cd5-a834-ed39e016bd19,133,3388,curated,curated_planning,5,Ho
dd7449a4-f01d-48d1-b9c3-62a6b0e14063,117,3055,curated,curated_planning,5,Amsterdam
c500d2c6-0586-48a2-9581-ead6c86547d4,110,3231,curated,curated_planning,5,Goa
36e61084-fa95-44a4-9194-1b305bfaeb68,115,3596,curated,curated_planning,5,Amsterdam
b0f35865-ba13-4cc6-8c58-77c9d80a4772,113,2916,curated,curated_planning,5,Seville
dab2cb6d-5b56-409d-9a14-37a26103e24b,110,3230,curated,curated_planning,5,Venice
75e33576-fdcf-4177-a0dd-f794d77bde1a,97,3101,curated,curated_planning,5,Oslo
9b7bc1a0-c125-48ca-9a93-c3584a005b85,111,3171,curated,curated_planning,5,Budapest
a02c6ac2-c1f6-49eb-84fb-02929dcc6edb,110,3283,curated,curated_planning,5,Agra
e798b26b-428e-44e8-9eff-5ea09b29b096,117,3238,curated,curated_planning,5,Pokhara
b58fea81-4d5b-49bd-a286-4e0e25b9f8e8,111,2961,curated,curated_planning,5,Cairo
c24ee262-9140-4336-ab15-e02e494059b3,98,3126,curated,curated_planning,5,Tashkent
96f90a06-2af6-4209-9993-66820519dc78,116,3175,curated,curated_planning,5,Santiago
af662db7-5957-47bf-b9e9-fda646fd0a13,121,3601,curated,curated_planning,5,Cape
71645010-ca04-4988-bc7e-abce4ee2a822,127,3681,curated,curated_planning,5,Los
bdedc5b3-ff43-42db-807d-450359b5beeb,110,3132,curated,curated_planning,5,Shimla
cd70eac2-b9e9-45ee-825d-144d12501186,119,3169,curated,curated_planning,5,Rome
e0ed785c-7b6e-4e16-83d4-b002350e9c25,109,3429,curated,curated_planning,5,Tashkent
c88e5343-3027-485c-ac19-c79a16acc233,115,3114,curated,curated_planning,5,Berlin
c8478b59-3509-455b-a204-c03e3d71a5a1,106,2979,curated,curated_planning,5,Rotorua
902056d0-fb0e-40c8-a9e0-b15ce654603c,111,3163,curated,curated_planning,5,Marrakech
d7016c5e-8087-4fdf-9bca-cb16425c7ecc,111,3171,curated,curated_planning,5,Toronto
fc2ac8e6-2cbc-4eb4-aa55-50fdfd13bb08,120,3364,curated,curated_planning,5,Rio
3a80ad05-5d4a-461b-868d-b74c158c75c7,111,3133,curated,curated_planning,5,Dubrovnik
323622d0-5f43-4d4d-aa22-0549b65d4cff,103,3145,curated,curated_planning,5,Warsaw
51b46146-842c-41a2-b842-a3623e8a5b42,100,3289,curated,curated_planning,5,Tbilisi
652668cf-d409-481c-895e-08d672837555,103,3294,curated,curated_planning,5,Osaka
9630305a-82aa-4cb4-b7cc-084865347ead,115,2881,curated,curated_planning,5,Oslo
a891c414-4753-482b-9765-e2bffb582bdc,112,3262,curated,curated_planning,5,Osaka
9de414c0-3216-4d80-a664-6511f9bd766e,120,3243,curated,curated_planning,5,Melbourne
aeb06746-7c59-4d0a-82af-ae3e56d63cda,99,3067,curated,curated_planning,5,Luxor
dccab026-5a21-4716-a9fd-11549336a71b,109,3191,curated,curated_planning,5,Tokyo
8862d84e-b464-4693-bc70-03668af250de,101,3253,curated,curated_planning,5,Amman
cb6a4922-427a-4a82-a40e-56ef0556185a,106,3423,curated,curated_planning,5,Beijing
908b05f0-60b5-4257-bfda-25a15ab0411a,113,3273,curated,curated_planning,5,Montreal
5981b6ff-8069-4ab4-9948-6e730105497e,110,3166,curated,curated_planning,5,Venice
b280928d-94ca-46ac-bcb4-61d26329ea2a,120,2961,curated,curated_planning,5,Los
f544cf20-f463-4ba9-8a76-2143ec8b7cdc,118,2887,curated,curated_planning,5,Brussels
ca4295f1-9076-40bf-8d14-a93f7b59bf34,102,3473,curated,curated_planning,5,Colombo
9388cb72-ec47-4884-9fa7-0ae1f6d78e25,126,3421,curated,curated_planning,5,Rio
bbf1b733-c796-40ce-99bc-a0307c72c856,105,3063,curated,curated_planning,5,Delhi
885b1925-a88d-4782-8198-9bfdb495fcef,113,3223,curated,curated_planning,5,Brasilia
72c6bb21-b6cf-4a7d-817a-3b92a5c24634,119,3225,curated,curated_planning,5,Medellín
f61b6094-5b0c-41db-a5de-0df0fdd77d98,102,3266,curated,curated_planning,5,Dubrovnik
48e3aac5-dd50-4923-a148-17ddb586b0ef,118,3008,curated,curated_planning,5,Tallinn
80520a58-4ac0-45e8-a8b4-db01fc30cf13,111,2993,curated,curated_planning,5,Agra
c34dd854-168f-4e35-9ebf-6f110bd4deed,109,3200,curated,curated_planning,5,Chicago
6b16e073-b77d-4120-883c-f491757a4f94,101,3130,curated,curated_planning,5,Pokhara
114fcd4b-dc86-4796-bb66-12f71948fb3d,121,3347,curated,curated_planning,5,Arequipa
e3bc25d2-d249-4422-b6b0-206249958cd5,105,3188,curated,curated_planning,5,Budapest
af270c1d-3e37-46e2-a10e-fa7740f15045,107,3461,curated,curated_planning,5,Brussels
495f27f7-2b63-45a0-a73e-754e08d82436,101,3183,curated,curated_planning,5,London
a8962d2b-25a9-4d87-bd5b-452c601071a4,107,3476,curated,curated_planning,5,Porto
9065204a-2348-4d65-adb2-88d6549bd8bb,116,3245,curated,curated_planning,5,Hobart
b2195c09-92e6-408a-9c5b-64337c6dc537,115,3413,curated,curated_planning,5,Santiago
d7207e9b-e8e6-42e6-848c-e2358e04aa69,101,3129,curated,curated_planning,5,Tallinn
2fc6c7ea-f4b5-4b6f-a05a-086536f1a405,120,3062,curated,curated_planning,5,Shillong
ec781df7-a60a-4b79-9e64-b5e608a39982,106,3183,curated,curated_planning,5,Colombo
d2c4201c-adb9-4cd6-a287-ee35ed162018,117,3197,curated,curated_planning,5,Nice
e0d5863c-0449-4046-ad4f-6d7dde7abad2,113,2806,curated,curated_planning,5,Antalya
c9e14201-8400-4580-8ffb-345b08328cb9,114,3251,curated,curated_planning,5,Cusco
abd103f2-8846-46d0-8b2b-3a26217b8ce8,105,3244,curated,curated_planning,5,Budapest
c642bb8a-d55e-47f7-80d1-67db18e8299f,108,3286,curated,curated_planning,5,Almaty
30a769fa-25cf-46f7-9d2c-563aa3b70cab,105,3466,curated,curated_planning,5,Almaty
b2ae34c5-e5f2-4d75-a1eb-2ece16fb0991,104,3448,curated,curated_planning,5,Warsaw
c3dc89a9-c6ae-4611-9215-3e3a0d80aa68,121,3156,curated,curated_planning,5,Ho
9aff864e-aba1-49be-8f1e-746a9e46cac8,125,2878,curated,curated_planning,5,Jakarta
0987b12f-c471-4278-ac5f-a173dc18d3a2,109,3315,curated,curated_planning,5,Toronto
6d6c8fe1-2fe5-44a1-8bad-33828dff511f,108,3543,curated,curated_planning,5,Brasilia
824d1bdc-0aaa-41fb-8b8d-d0ea930c8129,111,2689,curated,curated_planning,5,Edinburgh
6a9b80cb-dd90-4b5b-bf6e-8db05943369e,106,3360,curated,curated_planning,5,Venice
1aa1f682-7dfb-4dd0-9c69-34017756a2fe,121,3164,curated,curated_planning,5,Sydney
a92edef4-09bb-45d2-8254-b414d559e55d,108,3305,curated,curated_planning,5,Warsaw
6238a962-3ff9-45b1-a6f6-422fe36aad98,109,3268,curated,curated_planning,5,Istanbul
3d1307ea-6850-407c-a8ba-661de067a1ec,106,3210,curated,curated_planning,5,Amman
c478bb15-425c-4af4-809d-7ceb19f5f1a0,120,3195,curated,curated_planning,5,Seoul
3b0c9480-a08d-42f4-9b6b-17070fb45b15,121,2825,curated,curated_planning,5,Jaipur
7a6d703e-a198-4b4e-83ec-9e7350585ecc,109,2980,curated,curated_planning,5,Osaka
811d38d2-e0e5-4dce-a2d1-a124fd4b0ebb,94,3381,curated,curated_planning,5,Seoul
a70c4ed0-7cf2-454d-a51b-89e7dece4486,108,3581,curated,curated_planning,5,Berlin
792a8095-4095-4eb0-ae00-4c673694e9d2,116,3621,curated,curated_planning,5,Berlin
d98305a4-a60a-4818-90df-2ce9b74c9398,108,2909,curated,curated_planning,5,Nagoya
f1db8acb-38fb-4bcf-9fcb-b587f9aaf712,97,2949,curated,curated_planning,5,Rome
f8eed72a-6094-4cbb-a152-e8a0f3c7d74f,120,3497,curated,curated_planning,5,New
cf8a5f71-7c6a-4af9-9b43-4aa95cd42ca8,122,3572,curated,curated_planning,5,Nice
4a1b5bd8-7a3b-4177-a18d-129c1e81a2a7,129,3464,curated,curated_planning,5,Pokhara
5ce2ee8e-a7e4-42c4-80af-7e3369aed0bf,109,3362,curated,curated_planning,5,Tallinn
af36a483-7300-4dea-9dc3-0e88764a3123,131,3509,curated,curated_planning,5,Antalya
78b58272-c51a-454f-b1c4-c39868372a00,105,3212,curated,curated_planning,5,Rotorua
4a78f0ee-bf65-4c74-8c50-9fa6a4af7035,113,3159,curated,curated_planning,5,Hobart
ca73359f-e1a6-49a0-946b-0e7e11e583c1,108,2995,curated,curated_planning,5,Tallinn
b2595e9e-df48-488e-b50f-fb20e0cda195,118,3268,curated,curated_planning,5,Jaipur
439f59d4-8ac2-4ad4-b364-0f2830503b6d,115,3218,curated,curated_planning,5,Goa
7112e16c-91fb-4de1-b8f7-a0001d2dd6cd,104,3260,curated,curated_planning,5,Edinburgh
bd70236d-bcda-4fbe-b333-3a140295041d,113,3202,curated,curated_planning,5,Chicago
f82997f9-2bec-4dfa-b7a9-3254404b78b3,125,3519,curated,curated_planning,5,Mexico
3e555421-113c-4f06-a915-909fcb775878,111,3217,curated,curated_planning,5,Antalya
8952f9dd-b872-47b4-a7f0-436fc1a70037,110,3459,curated,curated_planning,5,Montreal
f191544a-9830-4326-a473-9cebf57eb6b0,101,3130,curated,curated_planning,5,Helsinki
a69cda14-7c47-4b94-906d-629d28b6e040,110,3329,curated,curated_planning,5,Vancouver
3a0290d6-e70e-4607-9ef2-8db496b5835a,101,3047,curated,curated_planning,5,Tokyo
497e4ca2-ec0c-4c40-9159-9cc6d8b5e2e6,116,3056,curated,curated_planning,5,Valencia
a3219d4c-bdff-464b-84b3-64592f2a0815,111,3167,curated,curated_planning,5,Lima
c0747694-5afb-4fed-a261-1a93c0ebf96f,104,3561,curated,curated_planning,5,Naples
e1936802-da31-45cf-918e-56bfd4000d5c,118,3439,curated,curated_planning,5,Kuala
649775a5-3112-4c2d-80d9-d6724d0b8f8f,109,3286,curated,curated_planning,5,Boston
6f248723-ba12-4f2c-bb0b-8f7b331c8c46,116,2889,curated,curated_planning,5,Reykjavik
f658e970-624c-4c20-96b8-153c3ff68bf2,115,3364,curated,curated_planning,5,Cartagena
8e68c0dd-89d6-4df8-a9d0-da398eb838d7,101,2909,curated,curated_planning,5,Udaipur
a4b9541b-a383-41a8-9dc3-0f1d387dfda8,102,3416,curated,curated_planning,5,Naples
3ce8eded-b6d5-4ab8-a08c-5f75dffb8192,110,3359,curated,curated_planning,5,Naples
d3733569-2d6d-4d10-9957-b6dbc7b5d5d7,109,3142,curated,curated_planning,5,Shillong
213b66a1-c4c4-47a1-982c-ae8e0b2b4756,121,3466,curated,curated_planning,5,Prague
4f7eae98-e711-4771-bd71-b62bdd4f0206,103,3283,curated,curated_planning,5,Tokyo
e493ca87-bf30-4c28-9b36-52250a87a61a,115,3284,curated,curated_planning,5,Mexico
0f5f3b50-af0b-4d64-b566-a7ed968db589,116,2903,curated,curated_planning,5,Florence
96bd478f-7532-4827-9998-bb00ac362e7e,111,3024,curated,curated_planning,5,Reykjavik
cd6e152e-d93f-4bb7-bdbc-a5500257b452,114,3309,curated,curated_planning,5,Istanbul
55dc032a-9482-4ff2-96db-c277920bec3f,108,3084,curated,curated_planning,5,Tbilisi
a0a6c9d9-8246-4898-9ba5-861fae75ba57,113,2714,curated,curated_planning,5,Shanghai
e9be2e0c-1aef-4f75-acf5-c87602f6be7f,113,3433,curated,curated_planning,5,Antalya
74317dfa-9951-48e1-97b6-1f9e46a18a74,109,3084,curated,curated_planning,5,Arequipa
6b6677b9-2d60-46d3-989e-b589fe678206,93,2717,curated,curated_planning,5,Goa
13154f02-0266-4d66-aa01-87fa9ec5e433,111,3407,curated,curated_planning,5,Nagoya
9bf8ba49-5834-4ae3-a38c-a54ff3fcc6e0,105,2989,curated,curated_planning,5,Lima
7133e8c9-0d79-4fb1-92bc-8afddf04b0f3,121,3335,curated,curated_planning,5,Barcelona
6ac7513f-9195-4fc0-a000-e1b6ece3272b,111,3428,curated,curated_planning,5,Cape
947b3860-8224-4b78-a80b-f3851ce01f82,110,3094,curated,curated_planning,5,Berlin
3e2e7676-2ae1-4b9b-9a68-997b4c732ff0,100,3275,curated,curated_planning,5,Prague
ec5d3a97-1493-4aeb-bb5b-f576d9c6307e,111,3094,curated,curated_planning,5,Nagoya
0815276c-74e5-40aa-8bcf-9d9f9adcc78c,111,3046,curated,curated_planning,5,Barcelona
627355a3-c670-43c6-a66d-32d00a816fb6,113,3112,curated,curated_planning,5,Bali
656167f9-f919-41da-93db-a1464e8d80f4,113,3154,curated,curated_planning,5,Luxor
a58f78f9-5db3-455b-8aa9-6236d9b6b9dd,100,2846,curated,curated_planning,5,Nice
fe4ee47e-abee-40e7-a551-107c69284f91,101,2933,curated,curated_planning,5,Tokyo
d7d714bf-a498-43f6-a834-bfef058e09f0,110,2966,curated,curated_planning,5,Luxor
82e855ff-7437-4a3d-9cc1-6f81af3c3178,121,3243,curated,curated_planning,5,Luxor
bac6367e-d300-45c8-9d6a-e496785f3dda,115,3083,curated,curated_planning,5,Paris
6e467d6f-bb48-42fe-8525-d23dd8878e68,92,3126,curated,curated_planning,5,Istanbul
752bb711-2c36-4125-9c01-76cd1105e85e,112,3279,curated,curated_planning,5,Vilnius
ac134fce-b0e3-4923-86d3-4b05029d82df,116,3186,curated,curated_planning,5,San
c9bba5e2-ff67-4e7d-a81c-81a96c7d8741,112,3265,curated,curated_planning,5,Budapest
1d5aa026-7a6c-4ba8-80d6-ea15237f62c3,117,3298,curated,curated_planning,5,Helsinki
a93e5dba-3f7b-4a00-aea3-fe71820a6dca,117,2843,curated,curated_planning,5,Auckland
5db85e67-9958-4db3-addb-09fc585c7859,117,3494,curated,curated_planning,5,Seoul
546dafb0-71ce-44e5-aed6-2281b0fab7d4,121,2998,curated,curated_planning,5,Jaipur
dfa29140-42e2-4abd-a05b-14b0e3c3f7c8,119,3138,curated,curated_planning,5,Vilnius
f388f0af-198a-4607-9608-64f5e771f202,112,2951,curated,curated_planning,5,Paris
c7517e0e-896b-43d2-b6a2-7f7db0ccbb0e,122,3205,curated,curated_planning,5,Colombo
4adf49b6-8c37-4220-90b6-206fbac13953,109,3296,curated,curated_planning,5,Reykjavik
9e4b3085-71ef-47fb-8284-c646f666650a,109,2933,curated,curated_planning,5,Jaipur
e3e5bbc8-d67e-4bd7-afa4-e4c258677fce,99,2888,curated,curated_planning,5,Bangkok
11c1ae1f-2c47-46fa-9f51-0ab219c63686,101,3415,curated,curated_planning,5,Berlin
d5636b61-2759-4fa5-9b3c-88d61ae5bfaf,111,3227,curated,curated_planning,5,Helsinki
aa2bffcc-f714-4853-819e-3745a63a7f72,117,3091,curated,curated_planning,5,Jaipur
ba595c7a-939c-478a-b055-0ceb7cc4bcfc,108,3217,curated,curated_planning,5,Toronto
9b0a19f0-30d3-4a0d-b701-3d26b41327fe,110,3137,curated,curated_planning,5,Beijing
7d42b3e3-6839-4582-b2ab-6a076368e819,115,2790,curated,curated_planning,5,Barcelona
9d4667b6-946c-4ab4-8d44-0ea941e69778,112,2983,curated,curated_planning,5,Cusco
d0d345c9-ebdb-47d7-bdb8-1ed15babfa61,106,2930,curated,curated_planning,5,Petra
e4343401-995a-4951-8ec8-fd2859736ec6,115,3420,curated,curated_planning,5,Rio
2274a6fc-0185-4487-b653-809d6a17d587,112,3246,curated,curated_planning,5,Delhi
418eff4b-334d-48bf-b23d-815f45c1b6f2,124,2955,curated,curated_planning,5,Hanoi
55ac12c9-602f-4a81-b7d2-611c4b1c6078,117,3309,curated,curated_planning,5,Vancouver
701017a2-6b74-4d66-98e1-8e2e9fd28034,113,3553,curated,curated_planning,5,Shanghai
0b820c46-85c6-4513-9982-43467f67a909,105,2958,curated,curated_planning,5,Arequipa
d7f60fad-be21-4eff-9d49-e23de33f13c2,111,3125,curated,curated_planning,5,Seoul
060f60cb-6521-47e2-bc8a-f55e6cb68ac6,110,3244,curated,curated_planning,5,Agra
77536a8c-f61f-41b1-90ba-87d863d98587,129,3249,curated,curated_planning,5,Reykjavik
98db976a-9df0-45d2-89c1-3beb59cc9803,109,2917,curated,curated_planning,5,Istanbul
52703cd3-cce8-4746-843d-95fd20d5490d,114,3373,curated,curated_planning,5,Mexico
f76eb63e-d933-4194-9bca-3075644a9b54,104,3154,curated,curated_planning,5,Shanghai
093db39a-1f64-4aa3-963e-07659b731bc2,120,2986,curated,curated_planning,5,Marrakech
11ef4332-45dc-4ec4-8d4e-7f998d9ca17d,119,3101,curated,curated_planning,5,Tel
924d629d-2bbd-4e88-b65e-5a6f50a936ac,115,3023,curated,curated_planning,5,Petra
7aea833c-c4b5-4294-b255-a82fd9901b72,118,3219,curated,curated_planning,5,Vilnius
7ac937e3-d323-4734-ac9d-43c67f5a5e48,102,3066,curated,curated_planning,5,Nagoya
f6fbc00c-8fd1-4af2-ad97-f9de4e8991f1,102,2604,curated,curated_planning,5,Oslo
5d77cb27-6e01-46ef-ae30-dd9606cdb195,120,3010,curated,curated_planning,5,Arequipa
cc9c0045-7d88-4388-831c-c4e4f9142c25,110,3059,curated,curated_planning,5,Cape
37a7881e-2f63-4270-9dba-cca96949a746,112,3282,curated,curated_planning,5,Helsinki
8e57749f-3f7d-47b1-9cd7-d886112bd835,115,3312,curated,curated_planning,5,Munich
65a32da5-c8d9-4384-ada2-f14e7d5b869b,108,3287,curated,curated_planning,5,Istanbul
744c4788-363c-4715-ae9e-7732abff217e,124,3278,curated,curated_planning,5,Marrakech
b02e3737-c3a5-4a07-8c42-64dc6981746a,114,3315,curated,curated_planning,5,Valencia
ce3f06a7-4844-4960-956c-2ba96bb9d86c,123,3270,curated,curated_planning,5,Doha
96a15594-d7e6-4f2e-bd51-5befecbb81fd,114,3216,curated,curated_planning,5,Florence
2bd89dcf-a5e8-4006-863d-f5c23018412c,109,2967,curated,curated_planning,5,Dubrovnik
8e1ae513-e5b7-4622-81a2-645ab4998a38,111,3129,curated,curated_planning,5,Rio
13efe71d-977d-407c-ae04-c1a0e2a7d49d,120,3376,curated,curated_planning,5,Stockholm
09bef7f2-0067-44ff-aa54-42532f4b1909,135,3178,curated,curated_planning,5,Delhi
28473d6f-5d4b-4d70-80e5-59cfab7efe75,119,3349,curated,curated_planning,5,Lima
96c6e582-4751-438e-b078-cced7fd47e5f,122,3627,curated,curated_planning,5,Amsterdam
510ef542-5461-4595-9772-3c396153b8a9,99,3326,curated,curated_planning,5,Goa
012099bb-84a7-4de5-8551-d59a58e47b4f,107,3273,curated,curated_planning,5,Prague
5b10b588-b628-42b0-957b-b28ec495618c,113,3342,curated,curated_planning,5,Zurich
873eee1b-b297-44f9-8f77-3114a6b2ba76,112,3129,curated,curated_planning,5,Amsterdam
b7e11f4b-0307-4e24-8850-0b22194fa896,119,3534,curated,curated_planning,5,Cairo
f6b4b402-1d58-44a0-b5f2-c484bbb6b5b1,112,3316,curated,curated_planning,5,Dubrovnik
4268fd90-6ce5-4491-b718-af9880fce1b8,120,3307,curated,curated_planning,5,Boston
d3fd9bfc-f31a-470a-960a-aa3437bbcb1d,105,3306,curated,curated_planning,5,New
688636ba-8f27-4694-925b-024ce3043bb7,120,3109,curated,curated_planning,5,Marrakech
5e6d5e2b-39b2-413e-bea4-5dbe66743303,116,3325,curated,curated_planning,5,Copenhagen
ff79c837-f789-40dc-a548-2b7c84779792,107,3337,curated,curated_planning,5,Hobart
035504a0-0cf9-47cd-b20c-5053fb729e63,120,3168,curated,curated_planning,5,Manila
fec59554-16cf-4969-b284-79ff9dc76546,106,3397,curated,curated_planning,5,Manila
31dcfde7-fc3f-4bdc-bda4-d9d4c871e3ec,97,3007,curated,curated_planning,5,Delhi
fe5a615d-2608-42a5-afed-d0916f1cdea7,110,3054,curated,curated_planning,5,Munich
17a69c02-4683-48fc-8ed6-29f815b6dcee,115,3245,curated,curated_planning,5,Amman
61302fea-7305-4cc3-9963-cbaad700fa65,103,3209,curated,curated_planning,5,Antalya
cfa140d8-3e01-487d-9c80-ea767506d2ec,115,3366,curated,curated_planning,5,Rome
4fc83f01-d9e4-4d5e-8dd3-7727a383054b,106,3415,curated,curated_planning,5,Santiago
722db39b-c5a1-4115-80e2-afff36899a6b,105,3377,curated,curated_planning,5,Chicago
2a2c7d94-a46e-4f74-8abb-abec4f6a99a2,111,2713,curated,curated_planning,5,Sydney
524ae829-4fee-4892-8fad-c5decb91d11d,117,3101,curated,curated_planning,5,Warsaw
3cd60f13-cbd5-4e4e-b4cb-7c122a00cd01,109,3116,curated,curated_planning,5,Dubai
ff40445f-98e3-4b7a-b0e3-ddbc60db9676,104,3380,curated,curated_planning,5,Doha
43422fc1-32fe-4616-87ff-58fae5115614,117,3107,curated,curated_planning,5,Agra
09b791b1-9397-4998-ba25-c15d6778cf78,116,2836,curated,curated_planning,5,Riga
2b693d1a-9be9-4668-9063-140a71bd3528,107,3408,curated,curated_planning,5,Dubai
17dff987-8e20-474e-ae83-c4250b1c4a39,118,3089,curated,curated_planning,5,Tel
a556838b-b10b-4154-ae40-abce81d53994,119,3461,curated,curated_planning,5,Munich
561ce90c-d574-476d-b0f5-a66d6b9e1f77,105,3224,curated,curated_planning,5,Istanbul
88fed62e-c09d-40ac-9941-98f9b4f806cb,101,2985,curated,curated_planning,5,Agra
4341a640-e85e-4807-975a-3a5125881fea,130,3128,curated,curated_planning,5,Valencia
a047905c-dec4-4e50-a336-cf6b12c6b46f,109,3216,curated,curated_planning,5,Brasilia
50146e32-e4b9-434c-abf6-afe326526388,132,3372,curated,curated_planning,5,Antalya
93afd055-c6ad-41b0-978f-bfa5f67864ff,113,3257,curated,curated_planning,5,Prague
d9021fe9-d8ca-42ae-9a47-32b4d0db7827,109,2998,curated,curated_planning,5,Mexico
3787903b-2d1b-4312-8128-c03d26c4712b,105,3023,curated,curated_planning,5,Agra
107b6b37-df66-4221-8e0d-cb2363a4a786,98,3143,curated,curated_planning,5,Jaipur
8865b547-80c5-451e-bf9c-b07076f66269,107,2973,curated,curated_planning,5,Vienna
0c05385b-ab4d-44a1-830b-6370f0965751,122,3468,curated,curated_planning,5,Hobart
d85aa161-778d-4025-80ad-9ef9007de47d,110,2996,curated,curated_planning,5,Florence
dd24636d-26f0-4dd2-98c5-2b65d43257be,111,3385,curated,curated_planning,5,Kathmandu
d7610933-64ea-438f-858b-1050508da09f,119,3364,curated,curated_planning,5,Reykjavik
1c3b1e3e-148e-4164-ad31-dcd6d1694800,117,3176,curated,curated_planning,5,Jaipur
53623d87-4ffe-4b58-b7ad-eb9e5b80d46e,103,2838,curated,curated_planning,5,Helsinki
45a6a1e7-6b68-48e0-b1f2-79c28ee76c43,101,3218,curated,curated_planning,5,Hobart
19b04405-b2e7-4c4d-a6d6-8e4444711772,101,3310,curated,curated_planning,5,Seoul
d5e1a3ef-3e3f-4697-b796-85e74305f2a5,116,3271,curated,curated_planning,5,Budapest
c23065ea-241e-453d-b795-730892e1439f,111,3407,curated,curated_planning,5,Amman
13cd9787-a822-4082-9b41-bb220a65a940,120,3045,curated,curated_planning,5,Montreal
05a4271d-d387-47c6-a4cd-a70fc3bdf249,108,3312,curated,curated_planning,5,Luxor
d89b8d25-8435-4380-a56f-e5c50918ba1c,120,3301,curated,curated_planning,5,Edinburgh
